nama_kue,deskripsi,sejarah_kue,cara_pembuatan,daerah_kue,gambar,link_sumber
Serabi,"Serabi (Sanskerta: wangi, harum) adalah jajanan tradisional yang berasal dari Indonesia yang diperkirakan sudah dikenal sejak zaman Kerajaan Mataram. Panganan ini beberapa kali disebut dalam Serat Centhini, yang ditulis para pujangga keraton Surakarta selama 18141823 atas perintah Pakubuwana V, sebagai sesaji dalam prosesi ijab atau pernikahan, ruwahan, dan terutama kudapan. Pada tembang (pupuh) ke-157 bait 18, diceritakan bahwa serabi merupakan salah satu dari sekian banyak jenis jajanan yang dijajakan di halaman rumah pada saat pertunjukan wayang kulit di malam hari. Disebutkan pula, bahwa sembilan macam serabi juga merupakan bagian dari aneka penganan yang perlu disiapkan sebagai sajen dalam pertunjukan wayang dan ruwatan (Pupuh 157:78). Pakar kuliner, Bondan Winarno mengatakan bahwa kemungkinan makanan ini mendapat pengaruh dari budaya kuliner India dan juga Belanda. Di Jawa Barat, serabi dikenal dengan nama surabi atau sorabi. Serabi yang terkenal di Indonesia adalah serabi bandung dan serabi solo.","Serabi, srabi, atau surabi berasal dari bahasa Sanskerta, yang berarti wangi atau harum.","Bahan dasar untuk membuat serabi adalah tepung beras, santan kelapa, dan garam. Variasi lainnya adalah serabi manis dengan gula, diberi aroma pandan atau vanila. Secara tradisional, di banyak tempat di Jawa dan Lampung, serabi dimasak dengan menggunakan periuk tanah liat kecil dan dipanggang di atas tungku arang atau kayu api. Sedangkan serabi modern, seperti di Solo dimasak dengan menggunakan wajan kecil. Kue ini memiliki tekstur yang empuk dan rasanya manis. Serabi biasanya dijajakan di pagi hari dan dimasak menggunakan tungku sehingga menghasilkan rasa yang khas. Kadang-kadang telur ayam yang telah dikocok ditambahkan ke atas adonan serabi yang sedang dimasak. Seiring dengan perkembangan zaman, banyak penjual yang terus berinovasi dengan menambahkan berbagai topping seperti sosis, keju, maupun mayones. Tempat yang menyajikan serabi dengan berbagai variasi rasa tersebar di kota-kota besar seperti Jakarta, Bandung, dan Bogor.","Jawa Barat, Jawa Tengah, dan Bali",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Serabi_telur_ayam.jpg/500px-Serabi_telur_ayam.jpg,https://id.wikipedia.org/wiki/Serabi
Sikaporo,"Sikaporo (aksara Lontara: ????) adalah kue tradisional khas Makassar yang terbuat dari tepung beras, santan, dan telur. Kue berwarna kuning-hijau memiliki rasa yang manis. Dahulunya kue ini hanya dapat dinikmati para bangsawan saja, tetapi dalam perkembangannya sudah dapat dikonsumsi masyarakat luas. Kue ini biasanya disajikan di acara pernikahan atau penyambutan tamu. Sikaporo dapat dibeli di beberapa toko besar di Makassar dengan harga berkisar Rp35.000 (tahun 2019). Kue ini berbentuk bunga dengan kelopak-kelopak yang simetris.",Sikaporo merupakan kue tradisional Bugis yang disajikan pada pesta adat dan pernikahan.,"Bahan-bahan yang diperlukan untuk membuat sikaporo di antaranya adalah tepung beras, santan kental, telur ayam, gula pasir, pewarna makanan dan agar-agar. Sikaporo dapat terdiri dari dua lapisan atau satu lapisan saja. Sikaporo dengan dua lapisan disebut sebagai Sikaporo tello karena adanya penambahan telur. Sementara itu, sikaporo yang hanya terdiri dari satu lapis saja berasal dari air daun pandan.",Makassar,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Sikaporo_tersisa_dua_potong.jpg/500px-Sikaporo_tersisa_dua_potong.jpg,https://id.wikipedia.org/wiki/Sikaporo
Srabi Solo,"Srabi Solo atau Serabi Solo (bahasa Jawa: ????, translit. Srabi Sala) adalah sebuah makanan ringan yang berasal dari Solo, Jawa Tengah. Makanan ini terbuat dari tepung beras yang dicampur dengan santan dan digoreng di atas arang mirip panekuk. Srabi adalah jajanan khas dari Solo yang terbuat dari santan kelapa dicampur dengan sedikit tepung, yang menjadikannya bercitarasa gurih. Biasa juga diberi taburan berupa potongan pisang, nangka atau bahkan meses dan keju bila suka. Srabi yang terkenal berasal dari daerah Notokusuman, yang sering disingkat menjadi Notosuman (Srabi Notosuman).",Srabi Solo adalah versi khas kota Surakarta dari kue serabi tradisional. Kue ini sudah ada sejak abad ke-19.,"Adonan tepung beras dan santan dipanggang di wajan tanah liat, disajikan dengan saus gula merah. Teksturnya renyah di pinggir dan lembut di tengah.",Jawa Tengah,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Srabi_Solo.jpg/500px-Srabi_Solo.jpg,https://id.wikipedia.org/wiki/Srabi_Solo
Sunduk lawang,"Sunduk lawang adalah salah satu kue tradisional Indonesia yang berasal dari Kalimantan Selatan dan dapat ditemui di daerah lainnya. Sekilas, kue ini mirip dengan Pupudak, namun yang membedakan adalah warna kue dibalik bungkusan daun pisangnya. Jika Pupudak berwarna hijau, maka Sunduk lawang berwarna merah tua kecoklatan.",Sunduk Lawang merupakan jajanan khas Kalimantan Selatan yang mulai jarang ditemui. Kue ini sering dibuat pada upacara desa.,"Bahan-bahannya terdiri dari tepung beras, tapioka, santan dan gula merah. Adonan kemudian dibungkus memanjang dengan daun pisang dan kedua ujungnya dijepit dengan lidi. Kesulitan dalam pembuatan kue ini adalah pembuatan selongsong kue yang hanya menggunakan daun pisang tertentu seperti pisang kapas dan pisang nipah yang tidak menghasilkan rasa pahit ketika direbus. Selain pemilihan daun, kesulitan juga dari proses melayur daun dengan cara merebusnya sampai mengapung terlebih dahulu agar tidak membuat adonan kue pecah ketika dimasak.",Kalimantan Selatan,https://drive.google.com/uc?export=view&id=1TUKIqL7oef54RkouGaBplcp7XKV_YRwd,https://id.wikipedia.org/wiki/Sunduk_lawang
Kue sus,"Kue sus (bahasa Belanda: soes) adalah kue berbentuk bundar dengan rongga berisi vla, kustar (custard), atau daging. Kue sus dengan isi vla atau kustar disajikan setelah didinginkan di lemari es, karena vla atau kustar yang berbahan baku susu mudah menjadi basi. Kue sus dalam bahasa Prancis disebut choux  la crme. Bentuk kue yang bundar seperti kubis menjadikan kue ini disebut choux (bahasa Prancis untuk kol). Secara historis, mereka yang membuat isi dari kue sus disebut dengan content creator, dari kata content yang berarti isi dan creator yang berarti pembuat. Sejarah penemuan kue sus berawal dari seorang kepala koki Catherine de Medici dari Florence yang bernama Pantanelli menemukan choux pastry pada tahun 1540. Dalam bahasa Prancis, kata choux memiliki arti yaitu kol. Sekilas kue ini berbentuk seperti kol yang berbentuk tidak beraturan sehingga nama kue ini menjadi choux pastry atau kue sus dalam bahasa Indonesia. Kata soes sendiri diwariskan sejak era kolonial Belanda. Hidangan ini menjadi hidangan istimewa bagi keluarga kerajaan saat Pantanelli bekerja di dapur kerajaan. Pada saat itu Pantanelli membuat kue sus hanya kulit luarnya saja, tidak memiliki isian. Sekitar dua abad kemudian, choux pastry atau kue sus mengalami perkembangan sehingga memiliki isian di dalam kue. Di negara Perancis dan Italia, kudapan ini berisi dengan isian manis seperti krim kocok (whipped cream), pastry cream, es krim, dan kustar. Pada bagian atasnya, kudapan ini dihias dengan gula bubuk, karamel, atau saus cokelat. Berbeda dengan adonan kue bolu dan cake, adonan kue sus bukan didapat dari mengocok telur atau mentega dengan gula. Adonan kue sus (pte  choux) dibuat dari menambahkan tepung terigu ke dalam campuran air yang dimasak bersama margarin atau mentega hingga mendidih. Telur ayam ditambahkan satu per satu di dalam adonan sambil diaduk hingga adonan tidak lengket di panci. Adonan kue sus tidak menggunakan bahan pengembang seperti soda kue atau baking powder. Pengocok (mixer) hanya digunakan agar kue mengembang lebih bagus sewaktu dipanggang. Oven yang digunakan untuk memanggang kue sus harus panas sekali (220 derajat Celsius). Panas oven mengubah kadar air yang tinggi di dalam adonan menjadi uap. Telur di dalam adonan membentuk kerangka kue yang tipis, sedangkan uap yang terperangkap di dalam adonan membuat rongga di bagian dalam kue. Adonan yang hampir serupa dengan kue sus digunakan untuk membuat kue-kue sejenis, misalnya krokombus (croquembouche), eklair (eclair), beignet, dan gougre. Beberapa modifikasi kue sus juga terus berkembang, sehingga bentuk kue sus tidak lagi bulat, ada juga kue sus yang sudah dibentuk menjadi bentuk angsa. Ada sus kering juga ada sus basah, tergantung cara penyajiannya.",Kue Sus berasal dari choux pastry Prancis yang diadaptasi oleh masyarakat Indonesia sejak masa kolonial.,"Adonan tepung terigu, telur, dan mentega dipanggang hingga mengembang, lalu diisi vla manis.",Indonesia (pengaruh Prancis),https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Cream_puff_Spivack.jpg/500px-Cream_puff_Spivack.jpg,https://id.wikipedia.org/wiki/Kue_sus
Kue telur gabus,"Kue Telur Gabus adalah kue tradisional Indonesia yang terbuat dari campuran tepung tapioka, telur, margarin, ada yang menambahkannya dengan keju, adapula yang menambahkan dengan wijen. Kue ini berbentuk kecil kembung panjang, berwarna kuning keemasan, memiliki tekstur yang halus, tidak pecah serta berasa gurih dan renyah. Ada juga yang memiliki rasa yang manis karena dibalur dengan gula yang dicairkan dan biji wijen.","Dinamakan kue gabus atau telur gabus, karena bentuknya memang mirip dengan telur ikan gabus yaitu kecil, lonjong, dan meruncing. Sejarah telur gabus tidak dapat dipisahkan dari perkembangan kuliner tradisional Indonesia. Meskipun tidak ada catatan pasti mengenai kapan dan di mana telur gabus pertama kali dibuat, camilan ini sudah menjadi bagian dari budaya kuliner Indonesia selama beberapa generasi. Seiring waktu, telur gabus tidak hanya menjadi camilan rumahan, tetapi juga berkembang menjadi produk industri rumah tangga dan bahkan diproduksi secara massal oleh perusahaan makanan ringan. Meskipun demikian, banyak orang masih lebih menyukai telur gabus buatan rumah karena kualitas dan rasanya yang khas. Kue telur gabus ini ada juga yang dibuat tanpa menggunakan keju, melainkan menggunakan baluran gula yang ditaburi biji wijen.","Campuran tepung tapioka, telur, dan garam dibentuk memanjang dan digoreng hingga mengembang.",Jawa Tengah,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Telor_Gabus_1.jpg/500px-Telor_Gabus_1.jpg,https://id.wikipedia.org/wiki/Kue_telur_gabus
Kue terang bulan,"Terang bulan atau martabak manis adalah kudapan sejenis panekuk yang biasa dijajakan di pinggir jalan di seluruh Indonesia, Malaysia, Brunei Darussalam, Filipina dan Singapura.",Kue Terang Bulan atau martabak manis berasal dari adaptasi kuliner Cina dan Melayu. Dulu hanya disajikan pada perayaan tertentu.,"Adonan tepung, telur, gula, dan ragi dipanggang di wajan tebal, diberi isian cokelat, kacang, dan keju.",Jawa Timur,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/MartabakManis.JPG/500px-MartabakManis.JPG,https://id.wikipedia.org/wiki/Kue_terang_bulan
Tetu,"Tetu isi (Tetu) adalah kue tradisional sejenis kue perahu (Tetu) tetapi berisi berbagai macam rasa yang dimiliki oleh Suku Baree, yang berasal dari Kabupaten Tojo Una-Una, Sulawesi Tengah. Tetu aslinya yang terbuat dari campuran tepung terigu, atau tepung beras, santan, dan daun pisang, atau pandan besar yang dibentuk persegi panjang, sehingga sering kali tetu disebut juga dengan nama kue perahu (parahu). Tetu atau Kue Perahu dikenali dari tampilannya yang disajikan dalam mangkok yang terbuat dari daun pandan atau daun pisang yang dibentuk persegi panjang, dan kemudian dikukus. Kue ini pada bulan puasa sering disajikan sebagai menu takjil berbuka puasa, atau diperjajankan pada hari-hari biasa untuk di konsumsi oleh masyarakat suku baree, dan memiliki tekstur seperti agar-agar, sehingga sebagian orang menyimpannya terlebih dahulu di dalam kulkas sebelum menyantapnya. Tetu yang asli tanpa isi dan berwarna putih susu dan krem kekuning-kuningan (warna susu kental manis), karena hanya menggunakan tepung terigu, atau bisa juga tepung beras, santan, susu kental manis, dan gula pasir, tetapi ada juga masyarakat suku baree yang menyantap tetu dengan isi gula merah, kacang-kacangan, kelapa, keju, keju sultan, coklat, coklat silverqueen, pisang, strawberry, blueberry, oreo, susu milo, berbagai macam selai, sayuran, buah-buahan, daging sapi, ayam, pizza italia, dll, dan ini memang sudah menjadi ciri khas suku baree dalam menyajikan tetu dalam berbagai macam isi, dan tetu rasa apa saja. Hal yang perlu diperhatikan dalam pembuatan tetu adalah tidak disarankan membuka penutup kukusan sebelum kue ini matang karena akan membuat rasa kue berubah dan menjadi tidak enak lagi, dan setelah itu disimpan di lemari pendingin atau kulkas.","Tetu adalah kue Bugis yang dibuat dari campuran tepung beras dan santan, sering disajikan pada upacara adat.",Adonan dibungkus daun pandan dan dikukus hingga matang.,Sulawesi Tengah,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Putu_Bugis_ketan_hitam.JPG/500px-Putu_Bugis_ketan_hitam.JPG,https://id.wikipedia.org/wiki/Tetu
Timphan,"Timphan adalah penganan kecil sejenis lepat yang berasal dari Aceh. Bahan untuk membuat timphan terdiri dari tepung beras, pisang, dan santan. Semua bahan ini kemudian diaduk-aduk sampai kenyal. Lalu dibuat memanjang dan di dalamnya diisi dengan serikaya atau kelapa parut yang dicampur dengan gula. Kemudian adonan ini dibungkus dengan daun pisang dan dikukus (rebus tanpa direndam air) selama satu jam. Timphan umumnya disajikan dalam acara-acara formal sebagai kudapan, seperti dalam pesta pernikahan dan hari-hari besar Islam.",Timphan adalah kue khas Aceh yang wajib hadir pada hari raya. Kue ini diwariskan dari masa kesultanan dan melambangkan kemakmuran.,"Tepung ketan diisi serikaya atau kelapa manis, dibungkus daun pisang, dan dikukus.",Aceh,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Timphan_Asoe_Kaya.jpg/500px-Timphan_Asoe_Kaya.jpg,https://id.wikipedia.org/wiki/Timphan
Timus (makanan),"Timus atau Ketimus adalah penganan dibuat dari singkong parut yang dikukus, dicampur gula merah, dibungkus daun pisang. Proses pembuatan penganan ini cukup mudah, dimulai dengan memarut singkong lalu dicampurkan dengan gula merah. Adonan diaduk dengan kelapa parut, sedikit garam, dan gula. Adonan dimasukkan ke dalam selembar daun pisang dan dikukus.",Timus adalah kue tradisional berbahan dasar ubi jalar yang sudah populer sejak masa kolonial.,"Ubi direbus, dihaluskan, dibentuk lonjong, digoreng hingga kecokelatan.",Yogyakarta,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Ketimus.jpg/500px-Ketimus.jpg,https://id.wikipedia.org/wiki/Timus_(makanan)
Tipa tipa,"Tipa tipa adalah makanan ringan khas Batak yang berasal dari Porsea, Toba Samosir, Sumatera Utara. Bentuknya agak keras dan berasal dari beras atau padi muda yang dipilih khusus untuk membuat tipatipa. Makanan ringan ini juga dikenal dengan nama emping padi atau sereal khas orang Batak. Tipatipa dulunya dibat ketika menjelang musim panen yang dimaksudkan untuk menandai musim panen tiba dan juga sebagai bentuk rasa syukur atas rezeki yang diberikan Tuhan. Selain itu juga sebagai camilan atau makanan ringan untuk petani ketika memanen padi di sawah. Saat ini Tipatipa menjadi salah satu industri kreatif dan juga oleh-oleh dari Toba Samosir yang tidak mengenal musim pembuatannya.",Tipa-tipa adalah makanan tradisional masyarakat Tolaki. Kue ini dibuat dari padi muda sebagai simbol hasil panen.,"Bahan utama Tipatipa adalah padi muda yang sudah diolah terlebih dahulu. Padi tersebut kemudian direndam selama dua malam. Setelah itu ditiriskan dan digongseng hingga matang. Ketika masih panas, padi yang digongseng tersebut ditumbuk dan kulitnya dibersihkan untuk diambil isinya. Setelah terpisah dari kulitnya, tipatipa dicampur dengan gula pasir, garam, dan parutan kelapa.",Sumatera Utara,https://drive.google.com/uc?export=view&id=1K_CB9ycn5Q7Q0_2RGTCwr2UkEmfntiRq,https://id.wikipedia.org/wiki/Tipa_tipa
Ulen-ulen,"Ulen-ulen adalah kue tradisional khas Palembang yang terbuat dari campuran tepung ketan, tepung beras, dan tepung tapioka dengan tambahan gula merah. Kue ini memiliki tekstur kenyal dengan cita rasa manis dan gurih yang khas. Proses pembuatannya dimulai dengan memasak gula merah, garam, daun jeruk, serai, dan santan hingga mendidih, kemudian disaring sebelum dicampurkan ke dalam campuran tepung ketan dan tepung beras. Setelah adonan tercampur rata, kue dikukus hingga matang dan disajikan dengan taburan kelapa parut. Ulen-ulen sering disajikan dalam berbagai acara, mulai dari perayaan tradisional hingga pertemuan keluarga. Kehadirannya tidak hanya sekadar sebagai hidangan lezat, tetapi juga bagian dari warisan kuliner yang terus dilestarikan masyarakat Palembang. Kelezatan dan keunikan rasa Ulen-ulen menjadikannya salah satu kue tradisional yang tetap digemari hingga kini, baik oleh generasi tua maupun muda.",Ulen-ulen adalah kue ketan khas masyarakat Palembang. Kue ini sering dibuat saat upacara desa sebagai simbol kebersamaan.,Ketan kukus ditumbuk lalu dipanggang di atas bara api. Rasanya gurih dan kenyal.,Palembang,https://drive.google.com/uc?export=view&id=1_ArHXrWzNyAR7iUhr_vTkmaCC43xaEve,https://id.wikipedia.org/wiki/Ulen-ulen
